#;$id;libellé SEDA;libellé SEDA 0.2;libellé anglais
type;url;string;string;string
;;kws;kw;Kwese
;;gnq;gn;Gana
;;dai;da;Day
;;sns;sn;South West Bay
;;ruo;ru;Istro Romanian
;;nyr;ny;Nyiha (Malawi)
;;akx;ak;Aka-Kede
;;teq;te;Temein
;;mry;mr;Mandaya
;;tgs;tg;Nume
;;swa;sw;Swahili (macrolanguage)
;;bhu;bh;Bhunjia
;;sry;sr;Sera
;;cay;ca;Cayuga
;;myg;my;Manta
;;kli;kl;Kalumpang
;;tkn;tk;Toku-No-Shima
;;aek;ae;Haeke
;;krc;kr;Karachay-Balkar
;;kyn;ky;Northern Binukidnon
;;paf;pa;Paranawát
;;nnz;nn;Nda'nda'
;;lng;ln;Langobardic
;;tyr;ty;Tai Daeng
;;twh;tw;Tai Dón
;;zhb;zh;Zhaba
;;nou;no;Ewage-Notu
;;enf;en;Forest Enets
;;laq;la;Qabiao
;;heh;he;Hehe
;;ttn;tt;Towei
;;slk;sl;Slovak
;;arj;ar;Arapaso
;;frm;fr;Middle French (ca. 1400-1600)
;;coh;co;Chonyi-Dzihana-Kauma
;;idb;id;Indo-Portuguese
;;ngk;ng;Ngalkbun
;;thy;th;Tha
;;bic;bi;Bikaru
;;ngg;ng;Ngbaka Manza
;;xhr;xh;Hernican
;;mku;mk;Konyanka Maninka
;;thr;th;Rana Tharu
;;ksy;ks;Kharia Thar
;;omr;om;Old Marathi
;;kud;ku;'Auhelawa
;;swi;sw;Sui
;;bib;bi;Bissa
;;mgh;mg;Makhuwa-Meetto
;;arg;ar;Aragonese
;;zua;zu;Zeem
;;ese;es;Ese Ejja
;;kvl;kv;Brek Karen
;;plh;pl;Paulohi
;;bee;be;Byangsi
;;ror;ro;Rongga
;;krh;kr;Kurama
;;jaj;ja;Zazao
;;fil;fi;Filipino
;;bep;be;Besoa
;;hrz;hr;Harzani
;;tav;ta;Tatuyo
;;sue;su;Suena
;;wau;wa;Waurá
;;nln;nl;Durango Nahuatl
;;car;ca;Galibi Carib
;;kgs;kg;Kumbainggar
;;idi;id;Idi
;;kiz;ki;Kisi
;;chj;ch;Ojitlán Chinantec
;;mit;mi;Southern Puebla Mixtec
;;kuh;ku;Kushi
;;azo;az;Awing
;;snz;sn;Sinsauru
;;tiy;ti;Tiruray
;;lop;lo;Lopa
;;mgo;mg;Meta'
;;esq;es;Esselen
;;naf;na;Nabak
;;vep;ve;Veps
;;scv;sc;Sheni
;;mli;ml;Malimpung
;;asb;as;Assiniboine
;;kan;ka;Kannada
;;mlj;ml;Miltu
;;swv;sw;Shekhawati
;;nby;nb;Ningera
;;jak;ja;Jakun
;;svk;sv;Slovakian Sign Language
;;kuu;ku;Upper Kuskokwim
;;scq;sc;Sa'och
;;ett;et;Etruscan
;;kos;ko;Kosraean
;;env;en;Enwan (Edu State)
;;siq;si;Sonia
;;lbf;lb;Tinani
;;lgu;lg;Longgu
;;mnr;mn;Mono (USA)
;;sld;sl;Sissala
;;gut;gu;Maléku Jaíka
;;sim;si;Mende (Papua New Guinea)
;;snc;sn;Sinaugoro
;;aso;as;Dano
;;xha;xh;Harami
;;afn;af;Defaka
;;ttv;tt;Titan
;;tnk;tn;Kwamera
;;asv;as;Asoa
;;saf;sa;Safaliba
;;sad;sa;Sandawe
;;lgl;lg;Wala
;;msp;ms;Maritsauá
;;cea;ce;Lower Chehalis
;;gvc;gv;Guanano
;;tlx;tl;Khehek
;;yim;yi;Yimchungru Naga
;;urr;ur;Lehalurup
;;sto;st;Stoney
;;ukg;uk;Ukuriguma
;;omu;om;Omurano
;;kle;kl;Kulung (Nepal)
;;naw;na;Nawuri
;;thc;th;Tai Hang Tong
;;trc;tr;Copala Triqui
;;akc;ak;Mpur
;;jar;ja;Jarawa (Nigeria)
;;kki;kk;Kagulu
;;tyj;ty;Tai Do
;;sus;su;Susu
;;isi;is;Nkem-Nkum
;;swt;sw;Sawila
;;cha;ch;Chamorro
;;bme;bm;Limassa
;;ssz;ss;Sengseng
;;bey;be;Beli (Papua New Guinea)
;;cre;cr;Cree
;;bom;bo;Berom
;;rng;rn;Ronga
;;pst;ps;Central Pashto
;;bim;bi;Bimoba
;;kil;ki;Kariya
;;tlm;tl;Tolomako
;;ndm;nd;Ndam
;;ayi;ay;Leyigha
;;beg;be;Belait
;;ndx;nd;Nduga
;;nbe;nb;Konyak Naga
;;kgf;kg;Kube
;;mkn;mk;Kupang Malay
;;pai;pa;Pe
;;myi;my;Mina (India)
;;han;ha;Hangaza
;;bod;bo;Tibetan
;;ena;en;Apali
;;nam;na;Nangikurrunggurr
;;kaf;ka;Katso
;;tli;tl;Tlingit
;;tgv;tg;Tingui-Boto
;;snj;sn;Riverain Sango
;;pse;ps;Central Malay
;;lvs;lv;Standard Latvian
;;sdx;sd;Sibu Melanau
;;mhp;mh;Balinese Malay
;;mkx;mk;Kinamiging Manobo
;;piw;pi;Pimbwe
;;eno;en;Enggano
;;lus;lu;Lushai
;;rwm;rw;Amba (Uganda)
;;kie;ki;Kibet
;;abg;ab;Abaga
;;sls;sl;Singapore Sign Language
;;war;wa;Waray (Philippines)
;;aaf;aa;Aranadan
;;pig;pi;Pisabo
;;gae;ga;Guarequena
;;huy;hu;Hulaulá
;;kjo;kj;Harijan Kinnauri
;;abq;ab;Abaza
;;yia;yi;Yinggarda
;;kka;kk;Kakanda
;;tat;ta;Tatar
;;lip;li;Sekpele
;;miy;mi;Ayutla Mixtec
;;knb;kn;Lubuagan Kalinga
;;ruh;ru;Ruga
;;plz;pl;Paluan
;;tsx;ts;Mubami
;;dav;da;Taita
;;ell;el;Modern Greek (1453-)
;;plq;pl;Palaic
;;hoy;ho;Holiya
;;mhd;mh;Mbugu
;;aeu;ae;Akeu
;;trr;tr;Taushiro
;;lah;la;Lahnda
;;bag;ba;Tuki
;;igm;ig;Kanggape
;;tsg;ts;Tausug
;;twp;tw;Ere
;;faf;fa;Fagani
;;itz;it;Itzá
;;kye;ky;Krache
;;tnt;tn;Tontemboan
;;kwy;kw;San Salvador Kongo
;;csi;cs;Coast Miwok
;;pip;pi;Pero
;;for;fo;Fore
;;gan;ga;Gan Chinese
;;ptn;pt;Patani
;;hur;hu;Halkomelem
;;ssr;ss;Swiss-French Sign Language
;;ngv;ng;Nagumi
;;crq;cr;Iyo'wujwa Chorote
;;kuw;ku;Kpagua
;;iki;ik;Iko
;;psp;ps;Philippine Sign Language
;;toj;to;Tojolabal
;;orw;or;Oro Win
;;taf;ta;Tapirapé
;;scl;sc;Shina
;;bsg;bs;Bashkardi
;;nnl;nn;Northern Rengma Naga
;;hah;ha;Hahon
;;lun;lu;Lunda
;;sik;si;Sikiana
;;kor;ko;Korean
;;nya;ny;Nyanja
;;lai;la;Lambya
;;sux;su;Sumerian
;;ndo;nd;Ndonga
;;hal;ha;Halang
;;stg;st;Trieng
;;srq;sr;Sirionó
;;zat;za;Tabaa Zapotec
;;lug;lu;Ganda
;;krz;kr;Sota Kanum
;;igl;ig;Igala
;;das;da;Daho-Doo
;;ugo;ug;Ugong
;;ttg;tt;Tutong
;;mik;mi;Mikasuki
;;gli;gl;Guliguli
;;ksp;ks;Kaba
;;oci;oc;Occitan (post 1500)
;;anu;an;Anuak
;;tic;ti;Tira
;;mgz;mg;Mbugwe
;;loy;lo;Lowa
;;iou;io;Tuma-Irumu
;;seq;se;Senara Sénoufo
;;ikv;ik;Iku-Gora-Ankwa
;;ksx;ks;Kedang
;;heg;he;Helong
;;nbv;nb;Ngamambo
;;aah;aa;Abu' Arapesh
;;cro;cr;Crow
;;kmf;km;Kare (Papua New Guinea)
;;dem;de;Dem
;;tgc;tg;Tigak
;;omo;om;Utarmbung
;;svb;sv;Ulau-Suain
;;isn;is;Isanzu
;;dei;de;Demisa
;;lor;lo;Téén
;;uku;uk;Ukue
;;qum;qu;Sipacapense
;;sky;sk;Sikaiana
;;kmq;km;Kwama
;;boz;bo;Tiéyaxo Bozo
;;isg;is;Irish Sign Language
;;gly;gl;Gule
;;nns;nn;Ningye
;;gaw;ga;Nobonob
;;idr;id;Indri
;;brn;br;Boruca
;;nye;ny;Nyengo
;;kkx;kk;Kohin
;;trf;tr;Trinidadian Creole English
;;pio;pi;Piapoco
;;kns;kn;Kensiu
;;mgf;mg;Maklew
;;sos;so;Seeku
;;bnn;bn;Bunun
;;qux;qu;Yauyos Quechua
;;sri;sr;Siriano
;;huk;hu;Hulung
;;hop;ho;Hopi
;;pah;pa;Tenharim
;;chr;ch;Cherokee
;;bgw;bg;Bhatri
;;tio;ti;Teop
;;orm;or;Oromo
;;foi;fo;Foi
;;sgu;sg;Salas
;;paq;pa;Parya
;;bis;bi;Bislama
;;lbe;lb;Lak
;;sqi;sq;Albanian
;;gdc;gd;Gugu Badhun
;;rma;rm;Rama
;;asx;as;Muratayak
;;skf;sk;Sakirabiá
;;slr;sl;Salar
;;ksg;ks;Kusaghe
;;kwt;kw;Kwesten
;;log;lo;Logo
;;mkd;mk;Macedonian
;;cuk;cu;San Blas Kuna
;;wor;wo;Woria
;;lar;la;Larteh
;;bng;bn;Benga
;;tkx;tk;Tangko
;;mys;my;Mesmes
;;qub;qu;Huallaga Huánuco Quechua
;;cuo;cu;Cumanagoto
;;mrq;mr;North Marquesan
;;kug;ku;Kupa
;;tiz;ti;Tai Hongjin
;;bru;br;Eastern Bru
;;bmo;bm;Bambalang
;;kuz;ku;Kunza
;;gdj;gd;Gurdjar
;;kwq;kw;Kwak
;;rmy;rm;Vlax Romani
;;klh;kl;Weliki
;;gue;gu;Gurinji
;;klo;kl;Kapya
;;ksf;ks;Bafia
;;baj;ba;Barakai
;;toy;to;Topoiyo
;;cyb;cy;Cayubaba
;;bmz;bm;Baramu
;;nyo;ny;Nyoro
;;koa;ko;Konomala
;;kao;ka;Xaasongaxango
;;tnv;tn;Tangchangya
;;kve;kv;Kalabakan
;;tyh;ty;O'du
;;kjx;kj;Ramopa
;;lad;la;Ladino
;;tob;to;Toba
;;ayb;ay;Ayizo Gbe
;;ngh;ng;N/u
;;kaa;ka;Kara-Kalpak
;;fin;fi;Finnish
;;ndh;nd;Ndali
;;bae;ba;Baré
;;kvn;kv;Border Kuna
;;aec;ae;Saidi Arabic
;;dah;da;Gwahatike
;;ptt;pt;Enrekang
;;igs;ig;Interglossa
;;gnk;gn;//Gana
;;kyu;ky;Western Kayah
;;run;ru;Rundi
;;snr;sn;Sihan
;;nea;ne;Eastern Ngad'a
;;mrx;mr;Maremgi
;;plo;pl;Oluta Popoluca
;;liu;li;Logorik
;;ssl;ss;Western Sisaala
;;nys;ny;Nyunga
;;mia;mi;Miami
;;lin;li;Lingala
;;kup;ku;Kunimaipa
;;ams;am;Southern Amami-Oshima
;;sts;st;Shumashti
;;urk;ur;Urak Lawoi'
;;mtk;mt;Mbe'
;;tsj;ts;Tshangla
;;mnn;mn;Southern Mnong
;;bny;bn;Bintulu
;;sas;sa;Sasak
;;nen;ne;Nengone
;;frp;fr;Arpitan
;;rnd;rn;Ruund
;;zai;za;Isthmus Zapotec
;;soh;so;Aka
;;neo;ne;Ná-Meo
;;siy;si;Sivandi
;;sgz;sg;Sursurunga
;;glr;gl;Glaro-Twabo
;;tsm;ts;Turkish Sign Language
;;lgg;lg;Lugbara
;;gad;ga;Gaddang
;;tei;te;Torricelli
;;sny;sn;Saniyo-Hiyewe
;;urd;ur;Urdu
;;bsw;bs;Baiso
;;der;de;Deori
;;ssu;ss;Susuami
;;stu;st;Samtao
;;mtp;mt;Wichí Lhamtés Nocten
;;mhw;mh;Mbukushu
;;ikl;ik;Ikulu
;;teh;te;Tehuelche
;;hau;ha;Hausa
;;nee;ne;Nêlêmwa-Nixumwak
;;mtw;mt;Southern Binukidnon
;;sme;sm;Northern Sami
;;lbr;lb;Northern Lorung
;;are;ar;Western Arrarnta
;;tha;th;Thai
;;mti;mt;Maiwa (Papua New Guinea)
;;bos;bo;Bosnian
;;akw;ak;Akwa
;;myj;my;Mangayat
;;fra;fr;French
;;kkq;kk;Kaiku
;;sog;so;Sogdian
;;mlk;ml;Ilwana
;;fit;fi;Tornedalen Finnish
;;tas;ta;Tay Boi
;;azb;az;South Azerbaijani
;;etu;et;Ejagham
;;gus;gu;Guinean Sign Language
;;lti;lt;Leti (Indonesia)
;;nax;na;Nakwi
;;yoi;yo;Yonaguni
;;slc;sl;Sáliba
;;bax;ba;Bamun
;;fax;fa;Fala
;;nng;nn;Maring Naga
;;ttu;tt;Torau
;;nag;na;Naga Pidgin
;;knz;kn;Kalamsé
;;trq;tr;San Martín Itunyoso Triqui
;;hix;hi;Hixkaryána
;;snd;sn;Sindhi
;;mhq;mh;Mandan
;;tsp;ts;Northern Toussian
;;cuv;cu;Cuvok
;;asn;as;Xingú Asuriní
;;sip;si;Sikkimese
;;sil;si;Tumulung Sisaala
;;ple;pl;Palu'e
;;gam;ga;Kandawo
;;sag;sa;Sango
;;kym;ky;Kpatili
;;twx;tw;Tewe
;;klf;kl;Kendeje
;;kkj;kk;Kako
;;kyq;ky;Kenga
;;mlx;ml;Malfaxal
;;smd;sm;Sama
;;swu;sw;Suwawa
;;ukh;uk;Ukhwejo
;;par;pa;Panamint
;;toq;to;Toposa
;;sww;sw;Sowa
;;kgt;kg;Somyev
;;kwz;kw;Kwadi
;;bhv;bh;Bahau
;;kag;ka;Kajaman
;;ard;ar;Arabana
;;nla;nl;Ngombale
;;mrb;mr;Marino
;;wat;wa;Kaninuwa
;;bgv;bg;Warkay-Bipim
;;ojc;oj;Central Ojibwa
;;bol;bo;Bole
;;msc;ms;Sankaran Maninka
;;guf;gu;Gupapuyngu
;;kgn;kg;Karingani
;;aml;am;War-Jaintia
;;kir;ki;Kirghiz
;;kji;kj;Zabana
;;rmp;rm;Rempi
;;nov;no;Novial
;;plg;pl;Pilagá
;;nan;na;Min Nan Chinese
;;yin;yi;Yinchia
;;gnw;gn;Western Bolivian Guaraní
;;aba;ab;Abé
;;sgr;sg;Sangisari
;;pso;ps;Polish Sign Language
;;ngl;ng;Lomwe
;;toz;to;To
;;pix;pi;Piu
;;smr;sm;Simeulue
;;kik;ki;Kikuyu
;;jal;ja;Yalahatan
;;mkt;mk;Vamale
;;tau;ta;Upper Tanana
;;ian;ia;Iatmul
;;kvk;kv;Korean Sign Language
;;scp;sc;Helambu Sherpa
;;beo;be;Beami
;;sgh;sg;Shughni
;;cou;co;Wamey
;;src;sr;Logudorese Sardinian
;;vor;vo;Voro
;;caq;ca;Car Nicobarese
;;nyl;ny;Nyeu
;;snk;sn;Soninke
;;svr;sv;Savara
;;nnr;nn;Narungga
;;ige;ig;Igede
;;ayp;ay;North Mesopotamian Arabic
;;bsb;bs;Brunei Bisaya
;;ayy;ay;Tayabas Ayta
;;mix;mi;Mixtepec Mixtec
;;kkb;kk;Kwerisa
;;was;wa;Washo
;;lup;lu;Lumbu
;;ael;ae;Ambele
;;kav;ka;Katukína
;;ply;pl;Bolyu
;;ksh;ks;Kölsch
;;kyd;ky;Karey
;;two;tw;Tswapong
;;ndw;nd;Ndobo
;;anh;an;Nend
;;caj;ca;Chané
;;abt;ab;Ambulas
;;elp;el;Elpaputih
;;paz;pa;Pankararú
;;hii;hi;Hinduri
;;tsw;ts;Tsishingini
;;hav;ha;Havu
;;mhe;mh;Besisi
;;ito;it;Itonama
;;kmj;km;Kumarbhag Paharia
;;uge;ug;Ughele
;;tsb;ts;Tsamai
;;tgd;tg;Ciwogai
;;pln;pl;Palenquero
;;bhe;bh;Bhaya
;;asc;as;Casuarina Coast Asmat
;;bia;bi;Badimaya
;;kna;kn;Dera (Nigeria)
;;tsi;ts;Tsimshian
;;stl;st;Stellingwerfs
;;kru;kr;Kurukh
;;roh;ro;Romansh
;;ceg;ce;Chamacoco
;;wos;wo;Hanga Hundi
;;waj;wa;Waffa
;;viv;vi;Iduna
;;tyx;ty;Teke-Tyee
;;orx;or;Oro
;;enw;en;Enwan (Akwa Ibom State)
;;sgi;sg;Suga
;;csq;cs;Croatia Sign Language
;;ssg;ss;Seimat
;;brm;br;Barambu
;;nrn;nr;Norn
;;ama;am;Amanayé
;;mrn;mr;Cheke Holo
;;aae;aa;Arbëreshë Albanian
;;kiy;ki;Kirikiri
;;ruc;ru;Ruuli
;;abi;ab;Abidji
;;soz;so;Temi
;;tae;ta;Tariana
;;oss;os;Ossetian
;;ngs;ng;Gvoko
;;sdn;sd;Gallurese Sardinian
;;koh;ko;Koyo
;;kwh;kw;Kowiai
;;akb;ak;Batak Angkola
;;sga;sg;Old Irish (to 900)
;;mgm;mg;Mambae
;;sly;sl;Selayar
;;bmf;bm;Bom
;;afs;af;Afro-Seminole Creole
;;hif;hi;Fiji Hindi
;;ltz;lt;Luxembourgish
;;zab;za;San Juan Guelavía Zapotec
;;tln;tl;Talondo'
;;lts;lt;Tachoni
;;lih;li;Lihir
;;ish;is;Esan
;;twg;tw;Tereweng
;;sna;sn;Shona
;;bil;bi;Bile
;;yip;yi;Pholo
;;tid;ti;Tidong
;;pss;ps;Kaulong
;;thz;th;Tayart Tamajeq
;;kge;kg;Komering
;;nbo;nb;Nkukoli
;;mkm;mk;Moklen
;;ndn;nd;Ngundi
;;gdx;gd;Godwari
;;kid;ki;Koshin
;;kuc;ku;Kwinsu
;;gnb;gn;Gangte
;;eth;et;Ethiopian Sign Language
;;hrr;hr;Horuru
;;bex;be;Jur Modo
;;lui;lu;Luiseno
;;trt;tr;Tunggare
;;yiu;yi;Awu
;;hti;ht;Hoti
;;ptv;pt;Port Vato
;;net;ne;Nete
;;liv;li;Liv
;;bgi;bg;Giangan
;;aan;aa;Anambé
;;twb;tw;Western Tawbuid
;;lio;li;Liki
;;urc;ur;Urningangg
;;psh;ps;Southwest Pashayi
;;sur;su;Mwaghavul
;;csf;cs;Cuba Sign Language
;;dar;da;Dargwa
;;tng;tn;Tobanga
;;iku;ik;Inuktitut
;;slj;sl;Salumá
;;coc;co;Cocopa
;;pif;pi;Pingelapese
;;mlb;ml;Mbule
;;anv;an;Denya
;;kjb;kj;Q'anjob'al
;;aya;ay;Awar
;;sep;se;Sìcìté Sénoufo
;;ruy;ru;Mala (Nigeria)
;;tev;te;Teor
;;sao;sa;Sause
;;hor;ho;Horo
;;msn;ms;Vurës
;;gaq;ga;Gata'
;;tel;te;Telugu
;;bap;ba;Bantawa
;;swr;sw;Saweru
;;zal;za;Zauzou
;;mna;mn;Mbula
;;nem;ne;Nemi
;;myk;my;Mamara Senoufo
;;stv;st;Silt'e
;;kuo;ku;Kumukio
;;arz;ar;Egyptian Arabic
;;tgn;tg;Tandaganon
;;tec;te;Terik
;;avs;av;Aushiri
;;hem;he;Hemba
;;ned;ne;Nde-Gbite
;;knv;kn;Tabo
;;dak;da;Dakota
;;ndu;nd;Dugun
;;kgr;kg;Abun
;;akr;ak;Araki
;;ksj;ks;Uare
;;urt;ur;Urat
;;bnq;bn;Bantik
;;huj;hu;Northern Guiyang Hmong
;;snq;sn;Sangu (Gabon)
;;mtq;mt;Muong
;;ffi;ff;Foia Foia
;;gdh;gd;Gadjerawang
;;nrg;nr;Narango
;;mht;mh;Mandahuaca
;;esh;es;Eshtehardi
;;huq;hu;Tsat
;;bsx;bs;Yangkam
;;lvu;lv;Levuka
;;que;qu;Quechua
;;rmv;rm;Romanova
;;sva;sv;Svan
;;lbq;lb;Wampar
;;tar;ta;Central Tarahumara
;;tgu;tg;Tanggu
;;bsq;bs;Bassa
;;ase;as;American Sign Language
;;kvs;kv;Kunggara
;;bsj;bs;Bangwinji
;;kld;kl;Gamilaraay
;;mig;mi;San Miguel El Grande Mixtec
;;crr;cr;Carolina Algonquian
;;bnx;bn;Bangubangu
;;itw;it;Ito
;;ngp;ng;Ngulu
;;amr;am;Amarakaeri
;;kuy;ku;Kuuku-Ya'u
;;nni;nn;North Nuaulu
;;gud;gu;Yocoboué Dida
;;brz;br;Bilbil
;;oco;oc;Old Cornish
;;mtf;mt;Murik (Papua New Guinea)
;;lbc;lb;Lakkia
;;caw;ca;Callawalla
;;lix;li;Liabuku
;;ndg;nd;Ndengereko
;;skc;sk;Sauk
;;kog;ko;Cogui
;;kva;kv;Bagvalal
;;noe;no;Nimadi
;;brl;br;Birwa
;;nyp;ny;Nyang'i
;;hao;ha;Hakö
;;guz;gu;Gusii
;;anx;an;Andra-Hus
;;tgk;tg;Tajik
;;mtv;mt;Asaro'o
;;krw;kr;Western Krahn
;;noq;no;Ngongo
;;lbz;lb;Lardil
;;nes;ne;Bhoti Kinnauri
;;afb;af;Gulf Arabic
;;afo;af;Eloyi
;;glj;gl;Gula Iro
;;krv;kr;Kavet
;;plv;pl;Southwest Palawano
;;sok;so;Sokoro
;;nyt;ny;Nyawaygi
;;coj;co;Cochimi
;;rmt;rm;Domari
;;nlr;nl;Ngarla
;;mrw;mr;Maranao
;;cae;ca;Lehar
;;zaa;za;Sierra de Juárez Zapotec
;;kyc;ky;Kyaka
;;amp;am;Alamblak
;;aaq;aa;Eastern Abnaki
;;iso;is;Isoko
;;ets;et;Yekhee
;;gdk;gd;Gadang
;;tks;tk;Takestani
;;klg;kl;Tagakaulo
;;tes;te;Tengger
;;csn;cs;Colombian Sign Language
;;swf;sw;Sere
;;sat;sa;Santali
;;kgi;kg;Selangor Sign Language
;;hoi;ho;Holikachuk
;;kso;ks;Kofa
;;smb;sm;Simbari
;;kon;ko;Kongo
;;klv;kl;Maskelynes
;;gaz;ga;West Central Oromo
;;tku;tk;Upper Necaxa Totonac
;;tta;tt;Tutelo
;;tss;ts;Taiwan Sign Language
;;tkg;tk;Tesaka Malagasy
;;bge;bg;Bauria
;;bgs;bg;Tagabawa
;;sta;st;Settla
;;cur;cu;Chhulung
;;kwu;kw;Kwakum
;;sun;su;Sundanese
;;pta;pt;Pai Tavytera
;;ttj;tt;Tooro
;;cop;co;Coptic
;;mim;mi;Alacatlatzala Mixtec
;;tyt;ty;Tày Tac
;;mgp;mg;Eastern Magar
;;snx;sn;Sam
;;ski;sk;Sika
;;sdc;sd;Sassarese Sardinian
;;six;si;Sumau
;;rui;ru;Rufiji
;;sqm;sq;Suma
;;ngw;ng;Ngwaba
;;kvd;kv;Kui (Indonesia)
;;afg;af;Afghan Sign Language
;;kwl;kw;Kofyar
;;skj;sk;Seke (Nepal)
;;trz;tr;Torá
;;fiw;fi;Fiwaga
;;sov;so;Sonsorol
;;nnu;nn;Dwang
;;pty;pt;Pathiya
;;lva;lv;Maku'a
;;dzg;dz;Dazaga
;;bnf;bn;Masiwang
;;rut;ru;Rutul
;;brs;br;Baras
;;sob;so;Sobei
;;tse;ts;Tunisian Sign Language
;;srr;sr;Serer
;;taa;ta;Lower Tanana
;;kaw;ka;Kawi
;;bsa;bs;Abinomn
;;wog;wo;Wogamusin
;;hrv;hr;Croatian
;;arl;ar;Arabela
;;tig;ti;Tigre
;;mye;my;Myene
;;tra;tr;Tirahi
;;sqr;sq;Siculo Arabic
;;bec;be;Iceve-Maci
;;sen;se;Nanerigé Sénoufo
;;smw;sm;Sumbawa
;;krd;kr;Kairui-Midiki
;;sdt;sd;Shuadit
;;gnn;gn;Gumatj
;;lox;lo;Loun
;;csz;cs;Coos
;;lnh;ln;Lanoh
;;mgc;mg;Morokodo
;;hak;ha;Hakka Chinese
;;zas;za;Santo Domingo Albarradas Zapotec
;;fas;fa;Persian
;;cya;cy;Nopala Chatino
;;kwi;kw;Awa-Cuaiquer
;;ver;ve;Mom Jango
;;kwc;kw;Likwala
;;den;de;Slave (Athapascan)
;;ass;as;Ipulo
;;bmu;bm;Somba-Siawari
;;piu;pi;Pintupi-Luritja
;;suw;su;Sumbwa
;;yor;yo;Yoruba
;;mnf;mn;Mundani
;;kgd;kg;Kataang
;;quw;qu;Tena Lowland Quichua
;;kgw;kg;Karon Dori
;;scb;sc;Chut
;;chu;ch;Church Slavic
;;mhm;mh;Makhuwa-Moniga
;;suq;su;Suri
;;pak;pa;Parakanã
;;kyt;ky;Kayagar
;;bmb;bm;Bembe
;;kkv;kk;Kangean
;;yos;yo;Yos
;;nap;na;Neapolitan
;;mgw;mg;Matumbi
;;vig;vi;Viemo
;;luj;lu;Luna
;;sce;sc;Dongxiang
;;kic;ki;Kickapoo
;;tgx;tg;Tagish
;;gnm;gn;Ginuman
;;aed;ae;Argentine Sign Language
;;won;wo;Wongo
;;chc;ch;Catawba
;;bam;ba;Bambara
;;hap;ha;Hupla
;;urm;ur;Urapmin
;;skt;sk;Sakata
;;gag;ga;Gagauz
;;yik;yi;Dongshanba Lalo
;;gnr;gn;Gureng Gureng
;;kjq;kj;Western Keres
;;gvl;gv;Gulay
;;dzo;dz;Dzongkha
;;kah;ka;Kara (Central African Republic)
;;amf;am;Hamer-Banna
;;psg;ps;Penang Sign Language
;;crk;cr;Plains Cree
;;sek;se;Sekani
;;sco;sc;Scots
;;nao;na;Naaba
;;pid;pi;Piaroa
;;itl;it;Itelmen
;;cux;cu;Tepeuxila Cuicatec
;;nbi;nb;Mao Naga
;;chm;ch;Mari (Russia)
;;roe;ro;Ronji
;;tnh;tn;Maiani
;;nbd;nb;Ngbinda
;;trw;tr;Torwali
;;sia;si;Akkala Sami
;;pie;pi;Piro
;;afu;af;Awutu
;;kkg;kk;Mabaka Valley Kalinga
;;gay;ga;Gayo
;;yiv;yi;Northern Nisu
;;mhn;mh;Mócheno
;;cao;ca;Chácobo
;;tlk;tl;Taloki
;;csc;cs;Catalan Sign Language
;;sdz;sd;Sallands
;;bhf;bh;Odiai
;;mgx;mg;Omati
;;ruf;ru;Luguru
;;hay;ha;Haya
;;kly;kl;Kalao
;;slq;sl;Salchuq
;;idu;id;Idoma
;;mkz;mk;Makasae
;;abs;ab;Ambonese Malay
;;orc;or;Orma
;;tol;to;Tolowa
;;itx;it;Itik
;;mrt;mr;Marghi Central
;;lof;lo;Logol
;;kij;ki;Kilivila
;;tri;tr;Trió
;;kiq;ki;Kosadle
;;sed;se;Sedang
;;ikx;ik;Ik
;;twn;tw;Twendi
;;aal;aa;Afade
;;ayl;ay;Libyan Arabic
;;kse;ks;Kuni
;;ikk;ik;Ika
;;bsp;bs;Baga Sitemu
;;pin;pi;Piame
;;mlz;ml;Malaynon
;;fad;fa;Wagi
;;sst;ss;Sinasina
;;aew;ae;Ambakich
;;srs;sr;Sarsi
;;mrm;mr;Merlav
;;hup;hu;Hupa
;;gap;ga;Gal
;;lni;ln;Daantanai'
;;anb;an;Andoa
;;hih;hi;Pamosu
;;lan;la;Laru
;;oso;os;Ososo
;;bow;bo;Rema
;;kuf;ku;Western Katu
;;ttl;tt;Totela
;;csg;cs;Chilean Sign Language
;;lib;li;Likum
;;ttw;tt;Long Wat
;;trb;tr;Terebu
;;lii;li;Lingkhim
;;tlg;tl;Tofanma
;;bml;bm;Bomboli
;;ani;an;Andi
;;tah;ta;Tahitian
;;krx;kr;Karon
;;ido;id;Ido
;;mhb;mh;Mahongwe
;;nos;no;Eastern Nisu
;;mkw;mk;Kituba (Congo)
;;tyl;ty;Thu Lao
;;kjj;kj;Khinalugh
;;uks;uk;Urubú-Kaapor Sign Language
;;jao;ja;Yanyuwa
;;kjy;kj;Erave
;;ojp;oj;Old Japanese
;;fro;fr;Old French (842-ca. 1400)
;;aem;ae;Arem
;;azm;az;Ipalapa Amuzgo
;;sav;sa;Saafi-Saafi
;;mgn;mg;Mbangi
;;toe;to;Tomedes
;;mkf;mk;Miya
;;sib;si;Sebop
;;bhw;bh;Biak
;;beu;be;Blagar
;;krm;kr;Krim
;;bix;bi;Bijori
;;zav;za;Yatzachi Zapotec
;;msw;ms;Mansoanka
;;akq;ak;Ak
;;jah;ja;Jah Hut
;;sli;sl;Lower Silesian
;;tlu;tl;Tulehu
;;kgq;kg;Kamoro
;;jaf;ja;Jara
;;svx;sv;Skalvian
